pickup point,last part
"""sk dream house 744, road no 10 bashundhara r/a""","""road no 10 bashundhara r/a"""
"""70 sarak 10 1 bashundhara r/a""","""70 sarak 10 1 bashundhara r/a"""
"""repto education center ,irpur dohs rd pallabi""","""irpur dohs rd pallabi"""
"""saeed sutos coca-cola road vatara""","""saeed sutos coca-cola road vatara"""
"""abedin villa h 187/b jheelpar rd khilgaon""","""abedin villa h 187/b jheelpar rd khilgaon"""
"""house 648/3 bashundhara lane west kazipara mirpur""","""house 648/3 bashundhara lane west kazipara mirpur"""
"""ms. trading international & automodiles mir hazirbagh jatrabari""","""ms. trading international & automodiles mir hazirbagh jatrabari"""
"""khan brothers gulshan road 127 gulshan 1 gulshan""","""khan brothers gulshan road 127 gulshan 1 gulshan"""
"""lal kuthi ghat""","""lal kuthi ghat"""
"""h 1398/19 natunbag khilgaon rd goran""","""h 1398/19 natunbag khilgaon rd goran"""
"""hr habib west jatrabari""","""hr habib west jatrabari"""
"""mizan mobile hall bamoli demra""","""mizan mobile hall bamoli demra"""
"""kalialoir aminbazar link road""","""kalialoir aminbazar link road"""
"""konapara bus stop dhaka demra highway shonir akhra jatrabari 1000""","""konapara bus stop dhaka demra highway shonir akhra jatrabari 1000"""
"""mollah tea store adarsha balika school rd doniya""","""mollah tea store adarsha balika school rd doniya"""
"""h 32 rd 12 south banasree project""","""h 32 rd 12 south banasree project"""
"""mayer shopner bari east rampura""","""mayer shopner bari east rampura"""
"""anik varieties store mir hazirbagh jatrabari""","""anik varieties store mir hazirbagh jatrabari"""
"""martyr's memorial of 1971 outer circular rd kamalapur""","""martyr's memorial of 1971 outer circular rd kamalapur"""
"""adarsha shisu government primary school k b shah rd amlapra maryamgamj sadar naryanganj 1400""","""adarsha shisu government primary school k b shah rd amlapra maryamgamj sadar naryanganj 1400"""
"""best price store onln rd 17 block j bashundhara r/a""","""best price store onln rd 17 block j bashundhara r/a"""
"""monowara villa h 18 rd 7 merul badda""","""monowara villa h 18 rd 7 merul badda"""
"""faith tower faith bible church birulia akran rd ashulia""","""faith tower faith bible church birulia akran rd ashulia"""
"""mugda medical college & hospital hazi khadem ali rd mugda""","""mugda medical college & hospital hazi khadem ali rd mugda"""
"""eastern banasree east rampura""","""eastern banasree east rampura"""
"""ggalore mirpur outlet block d mirpur 2""","""ggalore mirpur outlet block d mirpur 2"""
"""house 39 road 5 nikunja 1 khilkhet dhaka""","""house 39 road 5 nikunja 1 khilkhet dhaka"""
"""uttarkhan union technical school and college , madhya para""","""madhya para"""
"""23 mitali housing society south kafrul paschim kafrul""","""23 mitali housing society south kafrul paschim kafrul"""
"""sohel ladies tailors h 77 green rd""","""sohel ladies tailors h 77 green rd"""
"""road master tyre & battery coca-cola road vatara""","""road master tyre & battery coca-cola road vatara"""
"""laser chain skin centre ltd residential area dhanmondi""","""laser chain skin centre ltd residential area dhanmondi"""
"""h 977/2 begum rokeya sarani west shewrapara""","""h 977/2 begum rokeya sarani west shewrapara"""
"""haque electronics west dhanmondi""","""haque electronics west dhanmondi"""
"""tour addition mirpur dohs""","""tour addition mirpur dohs"""
"""house ka-9a road 12 block k baridhara""","""house ka-9a road 12 block k baridhara"""
"""shyamoli bus stop mirpur rd shyamoli""","""shyamoli bus stop mirpur rd shyamoli"""
"""h 340 alhaz abdus sobhan rd block b bashundhara r/a""","""h 340 alhaz abdus sobhan rd block b bashundhara r/a"""
"""moni cng station begum rokeya sharani kazipara 1000""","""moni cng station begum rokeya sharani kazipara 1000"""
"""square hospital ltd p[anthapath rd kalabagan""","""square hospital ltd p[anthapath rd kalabagan"""
"""udayan 63 road 15a dhanmondi r/a""","""udayan 63 road 15a dhanmondi r/a"""
"""chillis restaurant & party center banasree block a banasree""","""chillis restaurant & party center banasree block a banasree"""
"""pizza ready shekhertek adabor""","""pizza ready shekhertek adabor"""
"""nurul islam paper hosue abdullahpur uttara""","""nurul islam paper hosue abdullahpur uttara"""
"""rgb electronics,safari park rd""","""safari park rd"""
"""beauty sweetmeat dhaka tangail highway mouchak 1751""","""beauty sweetmeat dhaka tangail highway mouchak 1751"""
"""bengal meat-azimpur""","""bengal meat-azimpur"""
"""biswas clothing sector 12 uttara""","""biswas clothing sector 12 uttara"""
"""khonikaloy faridabad dakkhinkhan""","""khonikaloy faridabad dakkhinkhan"""
"""anwar pharma & general store rd 2 block e banasree""","""anwar pharma & general store rd 2 block e banasree"""
"""our serenity block g bashundhara r/a""","""our serenity block g bashundhara r/a"""
"""mazumdar castle h 656 657 rd 20 block f bashundhara r/a""","""mazumdar castle h 656 657 rd 20 block f bashundhara r/a"""
"""adabor 3,house 14""","""house 14"""
"""greenviewer bus counter,sayedbad bus stand""","""sayedbad bus stand"""
"""border bazar west shewrapara""","""border bazar west shewrapara"""
"""lira group industries road 53 gulshan 2""","""lira group industries road 53 gulshan 2"""
"""jamuna bank atm h 5 segunbagicha rd segunbagicha""","""jamuna bank atm h 5 segunbagicha rd segunbagicha"""
"""bengal group ind. gulshan avenue gulshan1 1000""","""bengal group ind. gulshan avenue gulshan1 1000"""
"""amtola bazar 60 feet mirpur 2""","""amtola bazar 60 feet mirpur 2"""
"""21/8 khiljee road mohammadpur""","""21/8 khiljee road mohammadpur"""
"""road view cafe roasters dhanmondi west dhanmondi""","""road view cafe roasters dhanmondi west dhanmondi"""
"""jbc mohammadi heaven 167 free school street kathalbagan panthapath""","""jbc mohammadi heaven 167 free school street kathalbagan panthapath"""
"""ezzy group""","""ezzy group"""
"""bangladesh academy of medical & diagonstic ultrasonography (bamdu) kathalbagan green road""","""bangladesh academy of medical & diagonstic ultrasonography (bamdu) kathalbagan green road"""
"""aristocracy 396 road no 15 block a bashundhara r/a""","""aristocracy 396 road no 15 block a bashundhara r/a"""
"""bedding cloth store 227/a malibagh college road malibagh shahi moshjid malibagh""","""bedding cloth store 227/a malibagh college road malibagh shahi moshjid malibagh"""
"""titumir college dhaka north city corporation yatri chauni wireless gate mohakhali""","""titumir college dhaka north city corporation yatri chauni wireless gate mohakhali"""
"""square hospital ltd panthapath""","""square hospital ltd panthapath"""
"""bay's westlake gulshan 2 gulshan""","""bay's westlake gulshan 2 gulshan"""
"""square hospitals ltd panthapath rd kalabagan""","""square hospitals ltd panthapath rd kalabagan"""
"""tea leaf juice bar sector 4 uttara""","""tea leaf juice bar sector 4 uttara"""
"""manjil e mashudul islam banani dohs""","""manjil e mashudul islam banani dohs"""
"""vision emporium azimpur , new paltan line""","""new paltan line"""
"""tenement 2 h 301/a rd 6 block e bashundhara r/a""","""tenement 2 h 301/a rd 6 block e bashundhara r/a"""
"""h 285 rd 16 block f bashundhara r/a""","""h 285 rd 16 block f bashundhara r/a"""
"""hasan monil 312 salim uddin market road senpara parbata ahmed nagar""","""hasan monil 312 salim uddin market road senpara parbata ahmed nagar"""
"""lab aid hopsital rd 4 dhanmondi""","""lab aid hopsital rd 4 dhanmondi"""
"""679 mashjid road senpara parbata purba kazipara""","""679 mashjid road senpara parbata purba kazipara"""
"""hotel prime inn mirpur 10 kacha bazar mirpur 2""","""hotel prime inn mirpur 10 kacha bazar mirpur 2"""
"""madrasatul ahsan baishbari mirpur dhaka-1216 west shewrapara""","""madrasatul ahsan baishbari mirpur dhaka-1216 west shewrapara"""
"""25/3 west minipur senpara parbatqa paschim monipur""","""25/3 west minipur senpara parbatqa paschim monipur"""
"""mr. baker h 9/a new baily rd""","""mr. baker h 9/a new baily rd"""
"""icon clothing zafrabad mohammadpur""","""icon clothing zafrabad mohammadpur"""
"""graphic nation block c banasree""","""graphic nation block c banasree"""
"""top ten islam tower 35/a & 35/a/a ka salim uddin market road senpara parbata ahmed nagar""","""top ten islam tower 35/a & 35/a/a ka salim uddin market road senpara parbata ahmed nagar"""
"""dr. milon smiriti tsc  mor siddikbazar""","""dr. milon smiriti tsc  mor siddikbazar"""
"""sultanar shopno general store and fast food nosor uddin rd matikata""","""sultanar shopno general store and fast food nosor uddin rd matikata"""
"""lotto 125 new elephant road dhanmondi""","""lotto 125 new elephant road dhanmondi"""
"""miniso banani block g""","""miniso banani block g"""
"""177 momin saroni uttar kafrul purba kazipara""","""177 momin saroni uttar kafrul purba kazipara"""
"""resonance dhaka 161/17 uttar bhasantek road matikata section 13""","""resonance dhaka 161/17 uttar bhasantek road matikata section 13"""
"""onjoly ladies tailor's 46/a dolphin goli dhanmondi""","""onjoly ladies tailor's 46/a dolphin goli dhanmondi"""
"""uttar modhubag chourasta jame masjid hatirjheel link rd modhubag""","""uttar modhubag chourasta jame masjid hatirjheel link rd modhubag"""
"""chadpur book center nilkhet new market""","""chadpur book center nilkhet new market"""
"""yar student loan & immigration gulshan 1""","""yar student loan & immigration gulshan 1"""
"""h 417 rd 1 block d bashundhara r/a""","""h 417 rd 1 block d bashundhara r/a"""
"""green university begum rokeya sarani west shewrapara""","""green university begum rokeya sarani west shewrapara"""
"""h 3/3 b syed nazrul islam sarani naya paltan""","""h 3/3 b syed nazrul islam sarani naya paltan"""
"""house 808 rado 18 block k bashundhara r/a""","""house 808 rado 18 block k bashundhara r/a"""
"""malibag railgate bus stop malibagh rail gate malibagh""","""malibag railgate bus stop malibagh rail gate malibagh"""
"""cloud technologies senpara parbata mirpur 10""","""cloud technologies senpara parbata mirpur 10"""
"""7b road 96 banani gulshan""","""7b road 96 banani gulshan"""
"""siraj- khaleda memorial cantonment board general hospital damalkot bhasantek""","""siraj- khaleda memorial cantonment board general hospital damalkot bhasantek"""
"""bondhon city bondhan tv boro mogbazar""","""bondhon city bondhan tv boro mogbazar"""
"""standard chartered  bank ltd gulshan ave gulshan""","""standard chartered  bank ltd gulshan ave gulshan"""
"""master laundry h 6/6 lalmatia rd block b lalmatia""","""master laundry h 6/6 lalmatia rd block b lalmatia"""
"""h 9 block c mirpur 13
""","""h 9 block c mirpur 13"""
"""sholoana foundation dohs mirpur""","""sholoana foundation dohs mirpur"""
"""nuvista pharma limited 6th floor nuvista pharma head office mirpur dohs cultural centre road 9 dhaka 1216""","""nuvista pharma limited 6th floor nuvista pharma head office mirpur dohs cultural centre road 9 dhaka 1216"""
"""malibagh government quarter malibaghz bazar road malibagh""","""malibagh government quarter malibaghz bazar road malibagh"""
"""lanka bangla finance gulshan branch""","""lanka bangla finance gulshan branch"""
"""bangladesh power developement board""","""bangladesh power developement board"""
"""sector 10 road 3 house 39 uttara""","""sector 10 road 3 house 39 uttara"""
"""bangladesh bonoshilpo corporation""","""bangladesh bonoshilpo corporation"""
"""bar bar o menz care (siddheswari hairdresser salon),shidheswari road""","""shidheswari road"""
"""shahjalal international airport domestic terminal new airport road kurmitola sector 2""","""shahjalal international airport domestic terminal new airport road kurmitola sector 2"""
"""hotel asia pacific h 2 rd 2 baridhara""","""hotel asia pacific h 2 rd 2 baridhara"""
"""tropical alauddin tower shopping complex sector 3 uttara""","""tropical alauddin tower shopping complex sector 3 uttara"""
"""kornafully garden city shopping complex kakrail rd kakrail""","""kornafully garden city shopping complex kakrail rd kakrail"""
"""holy family red crescent medical college hospital outdoor h 1 eskaton garden rd old eskaton""","""holy family red crescent medical college hospital outdoor h 1 eskaton garden rd old eskaton"""
"""indulge gul;shan 2 gulshan""","""indulge gul;shan 2 gulshan"""
"""tongi kaliganj highway purbo arichpur tongi""","""tongi kaliganj highway purbo arichpur tongi"""
"""laz pharma h 19/1 kakrail rd kakrail""","""laz pharma h 19/1 kakrail rd kakrail"""
"""silver spring block d bashundhara r/a""","""silver spring block d bashundhara r/a"""
"""holiday inn dhaka city centre an ihg hotel industrial area tejgaon""","""holiday inn dhaka city centre an ihg hotel industrial area tejgaon"""
"""sarkit house officers quarters kakrail""","""sarkit house officers quarters kakrail"""
"""pizza point sector 6 uttara""","""pizza point sector 6 uttara"""
"""biman holiday premium lounge hazrat shahjalal international airport kurmitola""","""biman holiday premium lounge hazrat shahjalal international airport kurmitola"""
"""block b dhaka uddan mohammadpur""","""block b dhaka uddan mohammadpur"""
"""farmhouse burger""","""farmhouse burger"""
"""tritech building services ltd block i bashundhara r/a""","""tritech building services ltd block i bashundhara r/a"""
"""mridha villa h 3 rd 6 block c banasree""","""mridha villa h 3 rd 6 block c banasree"""
"""cooper's h 24/1/a mohammadpur ring rd shyamoli""","""cooper's h 24/1/a mohammadpur ring rd shyamoli"""
"""hazrat shhajalal intrenational airport terminal 1 airport road new airport road kurmitola  sector 2""","""hazrat shhajalal intrenational airport terminal 1 airport road new airport road kurmitola  sector 2"""
"""h 395/1 free school st hatirpool""","""h 395/1 free school st hatirpool"""
"""s 68/3 , badda girls school rd , north  badda""","""north  badda"""
"""oarthopaedic trauma and spine surgery kallyanpur technical mor""","""oarthopaedic trauma and spine surgery kallyanpur technical mor"""
"""security check post gulshan 2 gulshan""","""security check post gulshan 2 gulshan"""
"""sector 6 , road 9 , house 7 , uttara , dhaka 1290""","""dhaka 1290"""
"""dbbl booth zaber & zubair fabrics limited 2nd gate""","""dbbl booth zaber & zubair fabrics limited 2nd gate"""
"""h ka- 82/1 rd 10 baridhara dohs""","""h ka- 82/1 rd 10 baridhara dohs"""
"""grace land 37b road 114 gulshan 2 gulshan""","""grace land 37b road 114 gulshan 2 gulshan"""
"""babylonia 116 kazi office lane wireless paltan""","""babylonia 116 kazi office lane wireless paltan"""
"""roshni boutiques and ladies tailors moneshwar road dhanmondi""","""roshni boutiques and ladies tailors moneshwar road dhanmondi"""
"""chottogram fast food & coffee shop hazrat shahjalal international airport kurmitola""","""chottogram fast food & coffee shop hazrat shahjalal international airport kurmitola"""
"""618 shantibagh rd dokkhin shahjahanpur shahjaalal""","""618 shantibagh rd dokkhin shahjahanpur shahjaalal"""
"""gulshan pink city shopping complex gulshan 2 gulshan""","""gulshan pink city shopping complex gulshan 2 gulshan"""
"""molla vai tea shop savar manikganj rd 1346""","""molla vai tea shop savar manikganj rd 1346"""
"""gsm technology banasree block c banasree""","""gsm technology banasree block c banasree"""
"""salma'skitchen moneshwar road dhanmondi""","""salma'skitchen moneshwar road dhanmondi"""
"""bay outlet tejkunipara tejgaon""","""bay outlet tejkunipara tejgaon"""
"""getup limited gulshan 1 gulshan""","""getup limited gulshan 1 gulshan"""
"""adept international gulshan 1 gulshan""","""adept international gulshan 1 gulshan"""
"""airport rent a car service hazrat shahjalal inetrnational airport kurmitola""","""airport rent a car service hazrat shahjalal inetrnational airport kurmitola"""
"""csd pharmacy shahid sarani dhaka cantonment""","""csd pharmacy shahid sarani dhaka cantonment"""
"""combined military hospital (cmh) shahid sarani dhaka cantonment""","""combined military hospital (cmh) shahid sarani dhaka cantonment"""
"""dhaka river port sadar launch terminal""","""dhaka river port sadar launch terminal"""
"""h 8/b rd 8 mohammadi housingsociety mohammadpur""","""h 8/b rd 8 mohammadi housingsociety mohammadpur"""
"""navana toyota 2s center shahid tazuddin ahmed ave tejgaon industrial area""","""navana toyota 2s center shahid tazuddin ahmed ave tejgaon industrial area"""
"""kalpara jewllers baitul mokarram gulistan""","""kalpara jewllers baitul mokarram gulistan"""
"""lab aid specialized hospital hosue 6 road 4 dhanmondi""","""lab aid specialized hospital hosue 6 road 4 dhanmondi"""
"""dhakeshari temple dhakeshwari rd palashi lalbagh""","""dhakeshari temple dhakeshwari rd palashi lalbagh"""
"""manda satir masjid mugdapara sabujbagh""","""manda satir masjid mugdapara sabujbagh"""
"""toilet building 31 (ijtema field ) embankment drive road uttara""","""toilet building 31 (ijtema field ) embankment drive road uttara"""
"""h 1112/a rd 1/a adabor""","""h 1112/a rd 1/a adabor"""
"""h 50/1 mitali rd west dhanmondi""","""h 50/1 mitali rd west dhanmondi"""
"""hotel nikunjo residential kamalapur""","""hotel nikunjo residential kamalapur"""
"""bento bowl khaje dewan 1st lane llabagh""","""bento bowl khaje dewan 1st lane llabagh"""
"""384/4 shantibagh rd dokkhin shahjahanpur shahjahanpur""","""384/4 shantibagh rd dokkhin shahjahanpur shahjahanpur"""
"""house 207 road 03 block b bashundhara r/a""","""house 207 road 03 block b bashundhara r/a"""
