Unnamed: 0,Pickup Point,last part,Pickup Area
2675,"43, road 11 , nikunja 2",NIKUNJA 2,Nikunja
2676,"bhai bhai motors,niketon bazar road,mohakhali",MOHAKHALI,Mohakhali
2679,"h 351,h 352,rd 10,block c,basundhara r/a",BASUNDHARA R/A,Bashundhara
2680,"bridge rosen jinnah , house 816, road 12 , block i , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2681,"telecity enterprise,mirpur rd,kalabagan",KALABAGAN,Kalabagan
2687,"h 7,rd 3,nikunja 2",NIKUNJA 2,Nikunja
2690,"men's clothing bangladesh , kemal ataturk avenue , banani",BANANI,Banani
2692,"prof. mofiz ahmed h 5 rd 7 , gulshan 1",GULSHAN 1,Gulshan
2693,"bangladesh eye optics , h 3/c , satmasjid rd , block f , mohammadpur",MOHAMMADPUR,Mohammadpur
2694,"hazrat shahjalal international airport,terminal 1,airport rd,new airport road,kurmitola,sector 2",SECTOR 2,Purbachal
2696,"rd 18, sactor 7 , uttara",UTTARA,Uttara
2698,"new bangla motors  , house h/20, bir uttam ziaur rahman road , amtali , mohakhali",MOHAKHALI,Mohakhali
2700,"ena kingdom , 32, girls school road , dhanmondi",DHANMONDI,Dhanmondi
2702,"blessing homes limited , sector 6 , uttara",UTTARA,Uttara
2704,"house 395, road 21 , block g , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2705,"city bank atm, gulshan 1, gulshan",GULSHAN,Gulshan
2707,"jti bangladesh hq, gulshan 1, gulshan",GULSHAN,Gulshan
2710,"assort nameer , 8/i , road no. 2 , block d , basundhara r/a",BASUNDHARA R/A,Bashundhara
2712,"samsung electra , 169 , hatirpool , dhanmondi r/a , paltan",PALTAN,Paltan
2714,"apollo hospital , sayem sobhan anvir4 road , block d, , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2715,"dns group , h 5 , bir uttam ak khandakar rd , gulshan 1",GULSHAN 1,Gulshan
2716,"h 470, rd 15 , block g , basundhara r/a",BASUNDHARA R/A,Bashundhara
2717,"cstech bd , lake drive road , scetor 7 , uttara",UTTARA,Uttara
2722,"radoraks , sector 13 , uttara",UTTARA,Uttara
2723,"ranis shamaj bhaban , h 10 , rd 10 , banani",BANANI,Banani
2724,"s haquare traders , dhaka uddan , mohammadpur",MOHAMMADPUR,Mohammadpur
2726,"neuve'mi cafe & restro , scetor 15 , uttara",UTTARA,Uttara
2727,"36/a , dhaka housing , uttor adabor, mohammadpur",MOHAMMADPUR,Mohammadpur
2729,"house 42, road 05 , scetor 03, uttara",UTTARA,Uttara
2730,"square hospital ltd , panthapath rd , kalabagan",KALABAGAN,Kalabagan
2734,"jahar ali , gp 168 , mohakhali wireless rd , mohakhali",MOHAKHALI,Mohakhali
2737,"shishir bindu , block  i  , basundhara r/a",BASUNDHARA R/A,Bashundhara
2738,"wood view  furniture , block f , banani",BANANI,Banani
2739,"my home - my dream planet , sector 15 , uttara",UTTARA,Uttara
2740,"everest , plot ta 15 16 rd 22, tilapara , khilgaon",KHILGAON,Khilgaon
2741,"12 , road 6 , section 12",SECTION 12,Mirpur
2742,"us bangla airlines , gulshan north avenue , gulshan 2, gulshan",GULSHAN,Gulshan
2743,"h 1419/12 , taltola market rd , taltola , khilgaon",KHILGAON,Khilgaon
2745,"raja tea store , sector 13 , mirpur",MIRPUR,Mirpur
2746,"h 242/1 , tilpapara rd , khilgaon",KHILGAON,Khilgaon
2748,"eskayef pharmaceuticals ltd . ( sk +f ) , block b , banani",BANANI,Banani
2749,"uttara club , road - 08 , sector - 01, uttara",UTTARA,Uttara
2750,"prims ladies hostel , road 3 , sector 11 , uttara",UTTARA,Uttara
2753,"lab aid hospital , rd 4 , dhanmondi",DHANMONDI,Dhanmondi
2754,"bagan bilas flat owners association , block a, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2758,"element , 1, minto road , wireless , paltan",PALTAN,Paltan
2766,"delwar store , sector 4 , uttara",UTTARA,Uttara
2768,"hazrat shahjalal international airport , terminal 2 , airport road , new airport road ,kurmitola , sector 2",SECTOR 2,Purbachal
2769,"6 , green road , dhanmondi",DHANMONDI,Dhanmondi
2773,"1st cup coffee business outlet , road 2, sector 3, uttara",UTTARA,Uttara
2777,"axis , 6 , mirpur road , dhanmondi",DHANMONDI,Dhanmondi
2778,"independent university bangladesh  ( iub ) , basundhara r/a",BASUNDHARA R/A,Bashundhara
2779,"hzrat shahjalal international airport , terminal 1 , airport road , new airport road , kurmitola , sector 2",SECTOR 2,Purbachal
2785,"md imam hussain,banani dohs",BANANI DOHS,Banani
2786,"tm manor,house 277,sayem sobhan anvir road,block c,basundhara r/a",BASUNDHARA R/A,Bashundhara
2787,"prantik palace,165,road 7,block c,basundhara r/a",BASUNDHARA R/A,Bashundhara
2788,"plot 358,rd 23,block g,basundhara r/a",BASUNDHARA R/A,Bashundhara
2789,"archiden interior,block e,basundhara r/a",BASUNDHARA R/A,Bashundhara
2790,"summer,276,sarak 3,basundhara r/a",BASUNDHARA R/A,Bashundhara
2792,"anifco healthcare,sector 10,uttara",UTTARA,Uttara
2794,"gulshan karate school,block a,banani",BANANI,Banani
2796,"house 11,road 18,sector 14,uttara",UTTARA,Uttara
2797,"h 485,rd 2,block d,basundhara r/a",BASUNDHARA R/A,Bashundhara
2799,"singapore international school,sector 11,uttara",UTTARA,Uttara
2805,"taj noor tower,h 58,north circular rd,dhanmondi",DHANMONDI,Dhanmondi
2806,"h 151/a , doctor goli , malibagh",MALIBAGH,Malibagh
2807,"heritage anjuber monjil , shantibagh , malibagh",MALIBAGH,Malibagh
2808,"galitor's , gulshan 2, gulshan",GULSHAN,Gulshan
2809,"le meridien dhaka , airport rd , nikunja 2",NIKUNJA 2,Nikunja
2811,"criep, gulshan 1 , gulshan",GULSHAN,Gulshan
2812,"balkan house,sector 13,uttara",UTTARA,Uttara
2813,"taqwa noor shams , 181 , i block road 9 , basundhara r/a",BASUNDHARA R/A,Bashundhara
2820,"bashir razia villa , h 74 , rd 18 , banani",BANANI,Banani
2823,"janata housing , road 5 , agargaon",AGARGAON,Agargaon
2825,"iths , h 9 , rd 111 , gulshan 1",GULSHAN 1,Gulshan
2828,"99,lake circus road,dhanmondi",DHANMONDI,Dhanmondi
2836,"adriti beauty & skin care , sector 11, uttara",UTTARA,Uttara
2837,"suraia villa , h 49/1 , rd 2/a , niketon",NIKETON,Niketon
2851,"lulu's closet by shubnam , residential area , dhanmondi",DHANMONDI,Dhanmondi
2853,"ific bank ltd , atm h 19 /1, panthapath",PANTHAPATH,Panthapath
2859,"h r20, r21 , bashbari rd , mohammadpur",MOHAMMADPUR,Mohammadpur
2865,"euro lift , block i , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2868,"sarak 13 c , banani",BANANI,Banani
2869,"rd 20, block g , basundhara r/a",BASUNDHARA R/A,Bashundhara
2882,"cmx private limited , house 58b , road 131 , gulshan 1 , gulshan",GULSHAN,Gulshan
2883,"550, i block road 2, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2884,"autograph tower , block b , banani",BANANI,Banani
2885,"h g 8 , shahjahanpur rd , fakirapool",FAKIRAPOOL,Fakirapool
2888,"afghan grill , road 11, block h , banani",BANANI,Banani
2889,"basic bank bashundhara branch , h 13 , alhaz abdus sibhan rd , block b , basundhara r/a
",BASUNDHARA R/A,Bashundhara
2890,"adda , sector 4 , uttara",UTTARA,Uttara
2891,"sarwar garden , house 117 , block b , road 6 , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
2894,"n.h.b 10 , foot over bridge , dhanmondi",DHANMONDI,Dhanmondi
2896,"japasty company ltd , block g , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2907,"bureau of nun formal education , tejgaon gulshan link rd , mohakhali",MOHAKHALI,Mohakhali
2910,"5/2 , satmasjid road , mohammadpur",MOHAMMADPUR,Mohammadpur
2912,"wasa , darussalam , mirpur",MIRPUR,Mirpur
2914,"h 340, alhaz abdus  sobhan rd  , block  b , basundhara r/a",BASUNDHARA R/A,Bashundhara
2918,"retired government employees hospital, west , dhanmondi",DHANMONDI,Dhanmondi
2920,"adonis tatto studio, rupayan golden age , road 37 , gulshan 2, gulshan",GULSHAN,Gulshan
2921,"shyamoli,18,road 13,nikunja 2",NIKUNJA 2,Nikunja
2924,"rd 3,block c,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2925,"baitun nur mosjid , naitul noor mosque goli , west dhanmondi",WEST DHANMONDI,Dhanmondi
2926,"house#296 , road 6c , block  b , basundhara r/a",BASUNDHARA R/A,Bashundhara
2927,"best digital support agency,sector 4,uttara",UTTARA,Uttara
2928,"prasaad baivab 13,road 96,gulshan 2,gulshan",GULSHAN,Gulshan
2929,"jannathbag by ln , mohammadpur",MOHAMMADPUR,Mohammadpur
2930,"sargent ahad police box , bangabandhu ave, motijheel",MOTIJHEEL,Motijheel
2931,"house 38,road 10,sector 11,uttara",UTTARA,Uttara
2934,"banglalink tigers den,gulshan 1,gulshan",GULSHAN,Gulshan
2936,"rd 19a,sector 4,uttara",UTTARA,Uttara
2937,"185 186 , road 5 , section 2",SECTION 2,Mirpur
2940,"blunel , moneshwar road , dhanmondi",DHANMONDI,Dhanmondi
2942,"mallika group,residential area,dhanmondi",DHANMONDI,Dhanmondi
2945,"h 193, rd 4 , khilgaon",KHILGAON,Khilgaon
2946,"tarbush arabian restaurant , road 83 , gulshan  2 , gulshan",GULSHAN,Gulshan
2947,"h 18, rd 12, nikunja 2",NIKUNJA 2,Nikunja
2948,"nongor , 323 ,al haj abdus sobhan  road , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
2950,"gollachut studios,iqbal road,mohammadpur",MOHAMMADPUR,Mohammadpur
2951,"independent university bangladesh,aftab uddin ahmed rd,block b,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2952,"bulbul dream,740,road no 10,basundhara r/a",BASUNDHARA R/A,Bashundhara
2954,"house 34 , road 11 , sector 4 , uttara",UTTARA,Uttara
2957,"h 44/h,rd 4,block d,basundhara r/a",BASUNDHARA R/A,Bashundhara
2959,"h 1/f shafaet road maati properties , block c , basundhara r/a",BASUNDHARA R/A,Bashundhara
2960,"boshumoti murtir mor,boshumoti murti rd,basundhara r/a",BASUNDHARA R/A,Bashundhara
2962,"h 482,rd 16,block f,basundhara r/a",BASUNDHARA R/A,Bashundhara
2964,"tropical allauddin tower shopping complex,road 02,sector 3,uttara",UTTARA,Uttara
2965,"rahim enterprise , sector 4 , uttara",UTTARA,Uttara
2966,"dphe officers quarter,block b,banani",BANANI,Banani
2969,"uttara bank ltd , banashree branch , south banashree main rd , madartek , khilgaon",KHILGAON,Khilgaon
2971,"assure nympjea,sector 4,uttara",UTTARA,Uttara
2972,"kamini garden , sector 18 , uttara",UTTARA,Uttara
2976,"house 51 , road 11 , sector 6 , uttara",UTTARA,Uttara
2980,"anchorage the residence, sector 4 , uttara",UTTARA,Uttara
2981,"popeyes , dhaka mymensingh highway , sector 4 , uttara",UTTARA,Uttara
2983,"west view apartment , house 414 , nsu driveway , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
2988,"rd 12 , sector 4 ,uttara",UTTARA,Uttara
2992,"49/5/f/2,boubazar goli,dhanmondi",DHANMONDI,Dhanmondi
2993,"27/6,block c,tajmahal road,mohammadpur",MOHAMMADPUR,Mohammadpur
2995,"aims bangladesh,adabar,mohammadpur",MOHAMMADPUR,Mohammadpur
2997,"monigandha,residential area,dhanmondi",DHANMONDI,Dhanmondi
2999,"south garden,residential area,dhanmondi",DHANMONDI,Dhanmondi
3000,"building 13,nha garden city,block f,mohammadpur",MOHAMMADPUR,Mohammadpur
3004,"140/1,east rajabazaar,dhanmondi",DHANMONDI,Dhanmondi
3008,"oporajita apartment,house 2,road 15,sector 7,uttara",UTTARA,Uttara
3009,"house 24,road 001,sector 10,uttara",UTTARA,Uttara
3013,"dbbl fast track,road 11,dakkhin badda,gulshan",GULSHAN,Gulshan
3014,"goni villa,86,road no 2,block a,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3017,"wisteria,13,road 1,block d,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3020,"meet 2 eat,nsu road,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3024,"hunger station,north road,dhanmondi",DHANMONDI,Dhanmondi
3025,"doctor's chamber , h 1/7 , humayun rd , mohammadpur",MOHAMMADPUR,Mohammadpur
3027,"lalkuthi launch terminal , ahsanullah road , dhaka , bangladesh",BANGLADESH,Agargaon
3028,"75/a/2 , raja bazar indira road , dhanmondi",DHANMONDI,Dhanmondi
3029,"pd office , h 45/a , rd 4 , banani",BANANI,Banani
3035,"e block road 14, basundhara residential area , dhaka , bangladesh",BANGLADESH,Agargaon
3037,"west jatrabari , dhaka , bangladesh",BANGLADESH,Agargaon
3040,"house 105, road 12, block e, banani",BANANI,Banani
3047,"petrolimex , technical mor , mirpur road , mofizbagh housing , gabtali",GABTALI,Mirpur
3048,"m/s uttara readers , road 10 , sector -04, uttara",UTTARA,Uttara
3049,"baitul aman jame masjid , station rd , agb colony , motijheel",MOTIJHEEL,Motijheel
3051,"sk tower , rayer bazaar , mohammadpur",MOHAMMADPUR,Mohammadpur
3054,"chobi ghor , 218/1, bir uttam cr datta road , hatirpool, wireless , paltan",PALTAN,Paltan
3059,"102, sarak 12 1, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3061,"green jasmin,h 6,rd 7,dhanmondi",DHANMONDI,Dhanmondi
3064,"dom inno prodigo (ridhan's home) , west , dhanmondi",DHANMONDI,Dhanmondi
3066,"poy pharma , duip road, section 2",SECTION 2,Mirpur
3068,"h 393,rd 21,block g,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3069,"plot 452, rd 17 , block g , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3073,"house 5/4,mohonpur road,adabar,mohammadpur",MOHAMMADPUR,Mohammadpur
3074,"baitul mamun jame masjid,doctor goli,malibagh",MALIBAGH,Malibagh
3078,"nur manzil , h 309/b , taltola rd , taltola , khilgaon",KHILGAON,Khilgaon
3080,"ibn sina hospital masjid , residential area, dhanmondi",DHANMONDI,Dhanmondi
3081,"unicef,kazi nazrul islam avenue,wireless,paltan",PALTAN,Paltan
3125,"metro shopping mall,residential area,dhanmondi",DHANMONDI,Dhanmondi
3132,"chittagong grammer school,23,kamal ataturk ave,banani",BANANI,Banani
3133,"gic wallness centre , block e , banani",BANANI,Banani
3134,"sultan dine , jigatala rd , dhanmondi",DHANMONDI,Dhanmondi
3135,"add euphoria , residential area , dhanmondi",DHANMONDI,Dhanmondi
3136,"chazekart , west , dhanmondi",DHANMONDI,Dhanmondi
3137,"youshra cottage , 16/d , sabrina sobhan 4th avenue road , block d , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3138,"national cancer resarch hospital , tb gate rd , mohakhali",MOHAKHALI,Mohakhali
3140,"3/7 , road 1 , lalmatia , mohammadpur",MOHAMMADPUR,Mohammadpur
3141,"dutch bangla bank (dbbl) , darus salam road , south bishil , mirpur",MIRPUR,Mirpur
3144,"shaheed tazuddin avenue , mohakhali , gulshan",GULSHAN,Gulshan
3145,"siddiq sorentu , 289, 290, 290/1 , 8/a ,west dhanmondi",WEST DHANMONDI,Dhanmondi
3149,"arn telecom & cosmetics center , zoo rd , mirpur 2",MIRPUR 2,Mirpur
3150,"square  hospital ltd , panthapath rd , kalabagan",KALABAGAN,Kalabagan
3151,"461, road no.17 , basundhara r/a",BASUNDHARA R/A,Bashundhara
3152,"rehman's in trubeauty , residential area , dhanmondi",DHANMONDI,Dhanmondi
3154,"house 34 , road 02 , sector 10 , uttara",UTTARA,Uttara
3158,"211/a , road no 7 , block a , basundhara r/a",BASUNDHARA R/A,Bashundhara
3159,"house no , eastern housing , mirpur",MIRPUR,Mirpur
3160,"jahanara clinic ltd , house 2 , road 1 , sector 1 , uttara",UTTARA,Uttara
3161,"699, block f, road 21, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3162,"nandan villa , 136 , road no 3 , block a , basundhara r/a",BASUNDHARA R/A,Bashundhara
3164,"milk vita road , dhaka 1216, bangladesh",BANGLADESH,Agargaon
3165,"h 131 , rd 4 , banani",BANANI,Banani
3166,"road no 4 , block a , basundhara r/a",BASUNDHARA R/A,Bashundhara
3170,"shaheed manna line , dhaka , bangladesh",BANGLADESH,Agargaon
3171,"diganta house of ahmed, sector 13, uttara",UTTARA,Uttara
3173,"h 158/3, crescent rd , dhanmondi",DHANMONDI,Dhanmondi
3174,"gulshan railgate , atish dipankar rd , gulbagh , malibagh",MALIBAGH,Malibagh
3175,"habib market , sector 5 , uttara",UTTARA,Uttara
3176,"head 2 toe, mirpur dohs",MIRPUR DOHS,Mirpur
3179,"swapno rekha , h 17 , rd 9b , sector 5 , uttara",UTTARA,Uttara
3180,"h 659 , rd 20 , block f , basundhara r/a",BASUNDHARA R/A,Bashundhara
3192,"highlakandi house,21/5,bizly moholla,block f,mohammadpur",MOHAMMADPUR,Mohammadpur
3193,"dolly kunjo,house 80,d block 6 no road,basundhara r/a",BASUNDHARA R/A,Bashundhara
3195,"brac bank head office , 220/b , bir uttam mir shawkat sarak , east nakhalpara , niketon",NIKETON,Niketon
3196,"sector 18,uttara",UTTARA,Uttara
3197,"chicken st , h 166 , mirpur rd , kalabagan",KALABAGAN,Kalabagan
3198,"h 44,rd 8,janata housing,mohammadpur",MOHAMMADPUR,Mohammadpur
3199,"dutch bangla bank ltd , kabi faruk sarani , nikunja 2",NIKUNJA 2,Nikunja
3201,"nandan dalim , 8/e , road no 2, block d , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3203,"secret recipe , sks tower ,mohakhali",MOHAKHALI,Mohakhali
3205,"dutch bangla bank atm booth , 27 , begum,rokeya sharani , section 12",SECTION 12,Mirpur
3209,"h ka 25,shahid abdul aziz rd,block a,basundhara r/a",BASUNDHARA R/A,Bashundhara
3210,"arifabad housing road , extended pallabi , mirpur",MIRPUR,Mirpur
3211,"plot 647,rd 3,block g,basundhara r/a",BASUNDHARA R/A,Bashundhara
3213,"dhl express service point,bishwa road circle,kuril",KURIL,Kuril
3214,"combined kindergarten school , nandipara main rd , sabujbag , khilgaon",KHILGAON,Khilgaon
3215,"fuchka shot , road 3, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3216,"99, road 3 , block c , basundhara r/a",BASUNDHARA R/A,Bashundhara
3217,"43/c,block e,asad avenue,mohammadpur",MOHAMMADPUR,Mohammadpur
3218,"rosendale , h 5 , rd 3 , dhanmondi",DHANMONDI,Dhanmondi
3220,"bashir uddin rd jame masjid,bashir uddin rd,kalabagan",KALABAGAN,Kalabagan
3223,"heshel adda , sector 11 , uttara",UTTARA,Uttara
3224,"18/2,bjri colony road,dhanmondi",DHANMONDI,Dhanmondi
3225,"rd 17 , sector 14 , uttara",UTTARA,Uttara
3226,"aziz complex , sector 11, uttara",UTTARA,Uttara
3227,"aiub auditorium , sayem sobhan avnir road , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3229,"1/x road no 9,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3230,"h 25 , rd 2, nikunja 2",NIKUNJA 2,Nikunja
3231,"trancemdental meditation bangladesh,road 68/a,gulshan 2,gulshan",GULSHAN,Gulshan
3234,"rowjatus,salihath mohila madrasha,sector 11,uttara",UTTARA,Uttara
3236,"dumni noyapara jame masjid , purbachal express highway , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3238,"h 447,rd 6,block d,basundhara r/a",BASUNDHARA R/A,Bashundhara
3239,"gulshan 1, dhaka , bangladesh",BANGLADESH,Agargaon
3242,"rose telecome,green road,panthapath",PANTHAPATH,Panthapath
3243,"anterior architects , residensial area , dhanmondi",DHANMONDI,Dhanmondi
3246,"atroshi murid , h 19 , rd 9 , banani",BANANI,Banani
3247,"12/a,west dhanmondi",WEST DHANMONDI,Dhanmondi
3252,"pamir heigts,h 7,rd 29,gulshan 1",GULSHAN 1,Gulshan
3253,"5/2, satmasjid road , mohammadpur",MOHAMMADPUR,Mohammadpur
3255,"khan resistance , h 507 , rd 16 , tilapara , khilgaon",KHILGAON,Khilgaon
3260,"diabari modern high school , diabari rd , uttara",UTTARA,Uttara
3263,"ima dental care,sector 13,uttara",UTTARA,Uttara
3264,"eastern rainbow tower , h 41/3 4 , culvert rd , fakirapool",FAKIRAPOOL,Fakirapool
3265,"aarong,block e,banani",BANANI,Banani
3266,"taj noor tower , h 58, north circular rd , dhanmondi",DHANMONDI,Dhanmondi
3267,"rd 19 , sector 4 , uttara",UTTARA,Uttara
3272,"plot 358, rd 23, block g , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3274,"balkan house , sector 13 , uttara",UTTARA,Uttara
3275,"singapore international school , sector 11, uttara",UTTARA,Uttara
3277,"road no 15, block a , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3281,"abdullahpur , bus stop , uttara",UTTARA,Uttara
3282,"anifco healthcare , sector 10 , uttara",UTTARA,Uttara
3285,"rajdhani dry cleaners , road 3 , niketon , gulshan 1",GULSHAN 1,Gulshan
3286,"gulshan karate school , block a , banani",BANANI,Banani
3289,"h 424 , ahmed akbar sobhan ave , block d , basundhara r/a",BASUNDHARA R/A,Bashundhara
3290,"dipon infrastructure services ltd , road 32, gulshan avenue , gulshan 1",GULSHAN 1,Gulshan
3292,"prantik palace , 165, road 7 , block c , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3293,"bata , new elephant road , dhanmondi",DHANMONDI,Dhanmondi
3294,"t.m manor , house 277 , sayem sobhan anvir road , block c , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3295,"aryatex sourcing , sector 4 , uttara",UTTARA,Uttara
3296,"archiden interior , block e, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3297,"summer , 276, sarak 3, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
3298,"h 480 , shahid baki sarak , taltola ,khilgaon",KHILGAON,Khilgaon
3299,"house 11, road 18, sector 14, uttara",UTTARA,Uttara
3302,"haq varieties store , north azampur , uttara",UTTARA,Uttara
3304,"al arafa islami bank ltd , h 262,263, alhaz abdus sobhan rd , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
3308,"antorango , chha 70/5 , badda girls school road , dakkhin badda , gulshan",GULSHAN,Gulshan
3314,"hotel and catering institute bangladesh , residential area , dhanmondi",DHANMONDI,Dhanmondi
3317,"hauqe regency , adabar , mohammadpur",MOHAMMADPUR,Mohammadpur
3318,"gm holdings limited , road 27 , block k , banani",BANANI,Banani
3319,"united makkah madina travel and assistance company limited , road 90 , gulshan 2 , gulshan",GULSHAN,Gulshan
3321,"h 5/1 , tajmahal rd , mohammadpur",MOHAMMADPUR,Mohammadpur
3323,"sheltech orchid , block j , banani",BANANI,Banani
