"location","formatted_address","latitude","longitude"
"""jamgora""","Jamgora, Munshiganj-Sreenagar-Ichapura Road, Munshiganj District, Sreenagar - 1550, Bangladesh","23.5442237","90.344015"
"""the invite mirpur cantonment""","Bangladesh","24.0","90.0"
"""dhaka aricah highway nobinagar""","Bangladesh","24.0","90.0"
"""ulon rd ulon""","Ulon Road, Rampura, Dhaka - 1029, Bangladesh","23.7638468","90.4182278"
"""sheikh rasel gastro liver hospital""","Bangladesh","24.0","90.0"
"""road 7 . dohs baridhara""","Joar Sahara, Dhaka, Dhaka District, Bangladesh","23.8131162","90.4131292"
"""baundhara r/a""","Bangladesh","24.0","90.0"
"""onno rokom pizza""","Bangladesh","24.0","90.0"
"""south mugdapara""","Islami Bank Bangladesh Limited, Bashabo Branch, Bashabo-Madartek Road, Bashabo, Dhaka - 1214, Bangladesh","23.7403862","90.4326774"
"""hazrat shhajalal interrnational airport kurmitola""","Bangladesh","24.0","90.0"
"""tolarbag""","Tolarbag, Dhaka - 1916, Bangladesh","23.7914553","90.3518833"
"""dristy prodip optics and watch""","Bangladesh","24.0","90.0"
"""east nakhalpara""","Nakhalpara, Dhaka - 1208, Bangladesh","23.7710814","90.3986441"
"""dhyampur""","Bangladesh","24.0","90.0"
"""nobonir govt. officers housing mohammadpur""","Nobonir Govt. Officers' Housing, Mohammadpur, Dhaka - 1207, Bangladesh","23.7720398","90.3661956"
"""nilkhet circle""","Bangladesh","24.0","90.0"
"""sonirakhra zapani bazar""","Bāzār, Rangpur Division, Bangladesh","25.74442","88.49186"
"""h24/2 tajmahal rd mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""shanti nibash west jatrabari""","shanti nibash road, Dholairpar, Dhaka - 1232, Bangladesh","23.6996164","90.4336615"
"""ok pallabi palace""","Bangladesh","24.0","90.0"
"""ahtkhola""","Bangladesh","24.0","90.0"
"""popular diagonstic center ltd (uttara branch ) sector 4""","Bangladesh","24.0","90.0"
"""best seo expert in bangladesh sector 4 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""mariam monjkil santianagar kakrail""","Kākrāil, Bangladesh","23.73333","90.4"
"""tasty treat mirpur 10""","Tasty Treat, Begum Rokeya Sharani, Kazipara, Dhaka - 1103, Bangladesh","23.7919787","90.3748948"
"""wireless paltan""","Stamford University Bangladesh, 51 Siddeshwari Road, Shiddheswari, Dhaka - 1217, Bangladesh","23.7444824","90.4083602"
"""elephant road""","Old Elephant Road, Noyatola, Dhaka - 1248, Bangladesh","23.7541942","90.4109303"
"""badda nagar hazaribagh""","Bangladesh","24.0","90.0"
"""block a niketon""","Road 1 Niketon Block A, Gulshan, Dhaka - 1213, Bangladesh","23.7766103","90.4125354"
"""north end coffee roasters city bank center gulshan 1""","Gulshan, Bangladesh","23.7917","90.4167"
"""block d mirpur 1""","Shah Ali Bagh, Dhaka - 1216, Bangladesh","23.8020146","90.3555966"
"""rasulbagh""","RASULBAGH JAME MASJID, Dhaka Elevated Expressway, Gulshan, Dhaka - 2467, Bangladesh","23.7750562","90.3975746"
"""polashi buet""","Bangladesh","24.0","90.0"
"""tajmahal rd mohammadpur""","Tajmahal Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7633315","90.3622081"
"""city bank ltd atm. banasree demra rd""","Bangladesh","24.0","90.0"
"""d block 7 no road block d bashundhara r/a""","Bangladesh","24.0","90.0"
"""al arafah super shop""","Alif Super Shop, Hazi Badsha Mia Rd, Matuail, Dhaka - 1362, Bangladesh","23.6954669","90.4755396"
"""aftab nagar project""","Bangladesh","24.0","90.0"
"""mirpur model thana""","Mirpur Model Thana, Mirpur 2 Road, Borobagh, Dhaka - 1216, Bangladesh","23.8043629","90.3630675"
"""west rajabazar indira road panthapath""","Bangladesh","24.0","90.0"
"""bir uttam khaled mosharrof avenue paschim nakhalpara sher e bangla nagar""","","",""
"""road no 3 mukti housing shyamoli""","Bangladesh Film Archive, 60 Feet Road, Sher-E-Bangla Nagar, Dhaka - 1916, Bangladesh","23.7772935","90.3705672"
"""oriental mirror residential area dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""brioche patisserrie -banani 11 block e""","Bangladesh","24.0","90.0"
"""arambag residential area mirpur 7""","Mirpur, Bangladesh","23.805","90.366"
"""hazrat shhahjalal international airport kurmitola""","Bangladesh","24.0","90.0"
"""house 24 road 9/a dhanmondi 1209""","1209, Bangladesh","23.7552","90.3731"
"""tejgaon i/a""","Bangladesh","24.0","90.0"
"""parliament secretariat residentil complex w agargaon""","Bangladesh","24.0","90.0"
"""adabir""","Bangladesh","24.0","90.0"
"""dhaka 1230 bangladesh""","Dhaka-Mawa Expressway, Jurain, Dhaka - 1204, Bangladesh","23.6935413","90.4345218"
"""h 407 rd 8  block d bashundhara r/a""","Bangladesh","24.0","90.0"
"""the aga khan academy dhaka sayem sobhan anvir road  bashundhara r/a""","","",""
"""adashik elaka dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""kacchi wala prinxe tower bata signal elephant road""","Bangladesh","24.0","90.0"
"""golden hut block h bashundhara r/a""","Bangladesh","24.0","90.0"
"""north tower sonargaon janaapath sector 13 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""house 65 road 15 block d banani dhaka""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""popular hospital dhanmondi road 2 dhanmondi r/a""","Bangladesh","24.0","90.0"
"""adl silhouse block j bashudnhara r/a""","Bangladesh","24.0","90.0"
"""proshanti ohee block i bashundhara r/a""","Bangladesh","24.0","90.0"
"""comfort doctors chamber 165 166 green road dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""jbs grand sultan block i bashudnhara r/a""","Bangladesh","24.0","90.0"
"""samen footwear east goran""","Gorān, Bangladesh","23.75027","90.43413"
"""340 al haj abdus saobhan road block b bashudnahra r/a""","Alicante, Valencia, Spain","38.5","-0.5"
"""satmasjid road west dhanmondi""","Satmasjid Road, Dhanmondi, Dhaka - 1209, Bangladesh","23.7437224","90.3730242"
"""183 i bl;ock road 9 bahsudnahra r/a""","BL, Dublin, D11, Ireland","53.3739651","-6.2819098"
"""white face wash men's grooming saloon jigatola dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""web recite sector 13 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""ds graph h 16 syed nazrul islam sarani purana paltan""","Paltan, Dhaka Division, Bangladesh","23.73625","90.41426"
"""cdic changig diabetes in children segunbagicha""","Bangladesh","24.0","90.0"
"""lafz office""","Bangladesh","24.0","90.0"
"""h 35 rd 10 merul badda""","Bādua, Dhaka Division, Bangladesh","24.34671","90.00523"
"""gulshan 1 mohakhali dohs""","Mohakhali, Dhaka, Dhaka District, Bangladesh","23.7807594","90.3952941"
"""h 242 amtola masjid goli north shahjahanpur""","Shahjāhanpur, Barisal Division, Bangladesh","21.9128","90.73626"
"""hazrat shahjalal inetarnational airport terminal 2 airport road new airport road kurmitola sector 2""","Airport Road, Wyoming, United States of America","43.99329","-107.94926"
"""eskaton garden road""","Eskaton Garden Road, Ramna, Dhaka - 1234, Bangladesh","23.7451575","90.3996963"
"""h 223/3 new h 208/13 old green rd""","Bangladesh","24.0","90.0"
"""airport road new airport road kurmitola sector 2""","Bangladesh","24.0","90.0"
"""star line bus  counter special maniknagar ttpara""","Bangladesh","24.0","90.0"
"""dalia h n183/1 rd 5 mohammadi housing ltd mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""faculty of chemical and materials engineering buet west pallabi""","Pallabi, Bangladesh","23.825","90.37"
"""habibullah rd shahbag""","Shahbag, Dhaka, Dhaka District, Bangladesh","23.7404393","90.3942992"
"""apex chemical industrial limited segunbagichaq""","Bangladesh","24.0","90.0"
"""stationery h 6/4 block a lalmatia""","Lālmātia, Rājshāhi Division, Bangladesh","24.43374","88.45688"
"""rashida belayet block f bashundhara r/a""","Bangladesh","24.0","90.0"
"""bepari sloth store islampur rd sadarghat""","Bangladesh","24.0","90.0"
"""east rampura kacha bazar""","Bāzār, Rangpur Division, Bangladesh","25.74442","88.49186"
"""mutual trust bank airport road new airport rd kurmitola sector 2""","","",""
"""canadian university of bangladesh""","Canadian University of Bangladesh, Hazi Salim Uddin Lane, Gulshan, Dhaka - 1212, Bangladesh","23.7747368","90.4255674"
"""apex data management & it ltd block e banani""","","",""
"""airport masjid new airport rd""","Bangladesh","24.0","90.0"
"""super hostel ( dhanmondi branch 0 sh- 9 west""","Bangladesh","24.0","90.0"
"""hotel sarina dhaka kemal atatruk avenue banani""","Bangladesh","24.0","90.0"
"""assure bithi bihongo sector 1 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""dhaka chittagong highway west jatrabari""","Baitul Aman Jame Masjid - Wari, Salauddin Bhaban, Dhaka - Chittagong Highway, Dhaka, Mayor Mohammad Hanif Flyover, Jatrabari, Dhaka - 1203, Bangladesh","23.7167713","90.4202821"
"""32 number building 5th floor of lift""","Bangladesh","24.0","90.0"
"""1/5 kallyanp[ur main road mukti housing kallyanpur""","Bangladesh","24.0","90.0"
"""gloria jeans dhnmondi""","Bangladesh","24.0","90.0"
"""albait restaurant mirpur 1 block a mirpur 1""","Mirpur, Bangladesh","23.805","90.366"
"""gulshan shooting club gulshan 1""","Gulshan, Bangladesh","23.7917","90.4167"
"""matka block a bansree""","Bangladesh","24.0","90.0"
"""commercial bank of ceylon head office""","Bangladesh","24.0","90.0"
"""aarong gulshan tejgaon gulshan link rd""","Bangladesh","24.0","90.0"
"""113 d block 6 no road block d bashundhara r/a""","Bangladesh","24.0","90.0"
"""rampura bridge""","Rampura Bridge, Dhaka District, Dhaka - 1029, Bangladesh","23.7680296","90.4233402"
"""north south rd malitola""","North South Road, Bongshal, Dhaka - 1100, Bangladesh","23.7188496","90.4090136"
"""road 11 banani""","Road 11, Gulshan, Dhaka - 2467, Bangladesh","23.7910104","90.4033418"
"""hotel sarina""","Sarina Hotel, Plot #27 Road 17, Gulshan, Dhaka - 1213, Bangladesh","23.7932936","90.4044419"
"""gulshan 1 gulshan""","Embassy of Palestine, 1 Park Road, Gulshan, Dhaka - 1212, Bangladesh","23.7996801","90.4218864"
"""vai vai enterprise h 26 ave 2 mirpur 11""","Mirpur, Bangladesh","23.805","90.366"
"""unimart gulshan 2 gulshan""","Unimart, Road 91, Gulshan, Dhaka - 1212, Bangladesh","23.7960525","90.4150106"
"""rd 4 block a mirpur 12""","Mirpur, Bangladesh","23.805","90.366"
"""runner groip hazrat shahjalal internatioonal airport kurmitola""","Bangladesh","24.0","90.0"
"""sector 6 uttara""","Uttara, Dhaka - 1276, Bangladesh","23.8728982","90.4030022"
"""kallyanpur  girls school and college  kallyanpur main rd""","Kallyanpur Girls School and College, Kallyanpur Main Road, Kallyanpur, Dhaka - 1916, Bangladesh","23.7822667","90.3593307"
"""h 235 rd 6 mohammadi housing rd mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""dhaka chamber and commerce industry motijheel rd dilkusha""","Bangladesh","24.0","90.0"
"""sheltech monihar bhaban no 4 h 154/1 gate 2 rd monipouripara""","Bangladesh","24.0","90.0"
"""ameena's heritage 9/6 block d""","Bangladesh","24.0","90.0"
"""house 1 road 1 block f aftabnagar""","Bangladesh","24.0","90.0"
"""ibn sina hospital 68 road 15a dhanmondi r/a""","Bangladesh","24.0","90.0"
"""kamalapur railway station kamalapur""","Kamalapur Railway Station, Outer Circular Road, Kamalapur, Dhaka - 1203, Bangladesh","23.7305398","90.4268579"
"""plot 302 nsu rd block b bashudnhara r/a""","Bangladesh","24.0","90.0"
"""matrichata apartment industrial area tejgaon""","Tejgaon, Bangladesh","23.76296","90.38971"
"""muzahid store north kuril""","Bangladesh","24.0","90.0"
"""h 650 rd 3 block g bashundhara r/a""","Bangladesh","24.0","90.0"
"""orchid international school 11 section 2""","Bangladesh","24.0","90.0"
"""pasta fact mirpur dohs""","Bangladesh","24.0","90.0"
"""zoo rd""","Zoo Road, Nobaberbag, Dhaka - 1216, Bangladesh","23.8094038","90.3503368"
"""mojumdar pharmacy h 9 ave 2 mirpur 11""","Mirpur, Bangladesh","23.805","90.366"
"""darus salam rd darus salam""","Darus Salam Road, Tolarbag, Dhaka - 1916, Bangladesh","23.789707","90.353939"
"""caab headquarter (new complex ) hazrat shahjalal international airport kurmitola""","Bangladesh","24.0","90.0"
"""balur math north bishil""","Bangladesh","24.0","90.0"
"""aarong rd 11 banani""","Aarong, 76b Road 11, Gulshan, Dhaka - 1212, Bangladesh","23.7901076","90.4107286"
"""shawon & t mirpur dohs""","Shawon Dasse Slough, Massey, Dubuque County, Iowa, United States of America","42.4263741","-90.5753118"
"""nirvana block c bashundhara r/a""","Bangladesh","24.0","90.0"
"""plot 620 road 9 ave 2 mirpur dohs""","Bangladesh","24.0","90.0"
"""physio aid physiotherapy home service in dhaka residential area dhanmondi""","","",""
"""rajia sarak abdul rafiq housing kallyanpur""","Bangladesh","24.0","90.0"
"""chaap ghor road 9/a satmasjid road dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""327 i block road 1 bashundhara r/a""","Bangladesh","24.0","90.0"
"""rd s4 eastern housing pallabi""","Pallabi, Bangladesh","23.825","90.37"
"""dipaloy store mohammadia housing society mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""line 12 bauniabadh section 11""","Bangladesh","24.0","90.0"
"""nabakumar institution & dr. shahidullah college 16 unmesh datta road noorbagh siddikbazar""","Nabakumar Institution & Dr. Shahidullah Collage, 16 Unmesh Datta Road, Bokshibazar, Dhaka - 1211, Bangladesh","23.7210634","90.3956593"
"""babar bari road 11 mohammadia housing society mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""tritech building service ltd block i bashundhara r/a""","Bangladesh","24.0","90.0"
"""mejbani khana 36 kamal atatruk avenue banani""","Bangladesh","24.0","90.0"
"""green arcadia 428 d block 7 no road block d bashundhara r/a""","","",""
"""shyamolimoli""","Bangladesh","24.0","90.0"
"""aci gulshan avenue gulshan 1 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""japan garden city ring rd mohammadpur""","Japan Garden City, Ring Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7642225","90.3584746"
"""nrb global bank limited 94 gulshan avenue dakkhin badda gulshan""","NRB Global Bank Limited, 94 Bir Uttam Mir Shawkat Sarak, Gulshan, Dhaka - 1212, Bangladesh","23.7865572","90.4170714"
"""schneider electric bangladesh gulshan 2 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""443 d block 6 no road block d bashundhara r/a""","Bangladesh","24.0","90.0"
"""zakir super market""","Zakir Super Market, R301, Cherag Ali, Tongi - 1711, Bangladesh","23.8955892","90.4089717"
"""dutch bangla bank ltd secretariat rd university of dhaka""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""34 road 7 section 12""","Bangladesh Krishi Bank, Baraiyerhat-Joraganj Old Section Road, Chattogram District, Baraiyarhat - 3901, Bangladesh","22.8933377","91.5339391"
"""tamanna pharmacy sayem sobhan anvir road block d bashundhara r/a""","","",""
"""bismillah fashion gallary sarulia demra""","Demra, Bangladesh","23.70992","90.45456"
"""mohammadpu""","Bangladesh","24.0","90.0"
"""kalunagar""","Hazaribagh, Dhaka - 1312, Bangladesh","23.7260815","90.360189"
"""food burger house""","Bangladesh","24.0","90.0"
"""house 17 road 14 sector 3 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""old airport""","Old Airport, Old Taxiway, Chattogram District, Chattogram - 4205, Bangladesh","22.2594607","91.8223231"
"""swamibag rd""","DPDC Swamibag NOCS, Corporate office, Swamibagh Rd, Dhaka, Doyagonj Road, Dayaganj, Dhaka - 1203, Bangladesh","23.7125677","90.4230151"
"""embassy of the federal republic of germany park road madani avenue gulshan 2""","Gulshan, Bangladesh","23.7917","90.4167"
"""santi kunja 7 section 2""","Bangladesh","24.0","90.0"
"""link persons international limited block d banani""","Bangladesh","24.0","90.0"
"""moneshwar road dhanmondi""","Moneshwar Road, Jigatola, Dhaka - 1209, Bangladesh","23.7395486","90.3704652"
"""fursan air block a mirpur 10""","Mirpur, Bangladesh","23.805","90.366"
"""bangabazar mor phonix road fakirap[ool gulistan""","Bangladesh","24.0","90.0"
"""the h hotel gulshan 2 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""road 8 block d bashundhara r/a""","Bangladesh","24.0","90.0"
"""l block sector -2 jame masjid block h aftabnagar""","Bangladesh","24.0","90.0"
"""mouchak bus stop dhaka chittagong highway muktajheel shiddhirganj naryanganj 1361""","Bangladesh","24.0","90.0"
"""block f mirpur 2""","Shah Ali Bagh, Dhaka - 1216, Bangladesh","23.8044483","90.3564042"
"""block a banasree""","Rampura, Dhaka, Dhaka District, Bangladesh","23.7650771","90.4259543"
"""dhaka medical college hospital bagan""","Bāgan, Bangladesh","23.15174","90.96711"
"""ashik villa d 58 road 3 mohanagar housing project niketan""","Bangladesh","24.0","90.0"
"""bouddho mondir bus stopage autish dipankar road moddho bashabo komlapur""","","",""
"""hjazrat shahjalal international airport kurmitola""","Bangladesh","24.0","90.0"
"""house 404 dhrubotara aftabuddin ahmed road block c""","Bangladesh","24.0","90.0"
"""laila tower h 21 rd 4 gulshan 1""","Gulshan, Bangladesh","23.7917","90.4167"
"""nova h 301 free school st kathalbagan""","Bangladesh","24.0","90.0"
"""probash mohanagar prokolpo rampura""","Rampura, Bangladesh","23.76261","90.42051"
"""paribarik koborsthan lalsharai rd kachukhet mirpur 14""","Mirpur, Bangladesh","23.805","90.366"
"""paribarik koborsthan lalsharani rd kachukhet mirpur 14""","Mirpur, Bangladesh","23.805","90.366"
"""secret beauty residential area dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""sher e bangla rd mohammadpur""","Sher-E-Bangla Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7598151","90.3589638"
"""boss burger""","Bangladesh","24.0","90.0"
"""hazrat shahjalal international airport terminal 2 airport road new airport road kurmitola sector 2""","Airport Road, Wyoming, United States of America","43.99329","-107.94926"
"""parjatan bhaban agargaon mirpur""","Mirpur, Bangladesh","23.805","90.366"
"""la sierra 10 road 8 section 12""","La Sierra, 10 Road 8, Mirpur, Dhaka - 1216, Bangladesh","23.8237754","90.3615043"
"""a.d mart mirpur dohs main rd pallabi""","Pallabi, Bangladesh","23.825","90.37"
"""mouchak rd muktajheel shiddhirganj naryanganj 1361""","1361, Bangladesh","23.8333","90.3333"
"""chs house plot somprosharito pallabi mirpur 11.5""","Mirpur, Bangladesh","23.805","90.366"
"""ashiyan medical college cath lab barua khilkhet""","Bangladesh","24.0","90.0"
"""road 10 mirpur dohs mirpur 12""","Road 10, Mirpur Cantonment, Dhaka - 1216, Bangladesh","23.8379526","90.3698477"
"""dhaka wasa harun mollah eid gaon math pump station block a mirpur 12""","","",""
"""look change output pallabi mirpur""","Mirpur, Bangladesh","23.805","90.366"
"""house 166 block b road 4 block b bashundhara r/a""","Bangladesh","24.0","90.0"
"""meena bazar ecb chattar manikdi dhaka cantonment""","Dhaka Cantonment, Bangladesh","23.82444","90.40556"
"""locus road 11 block c banani""","Bangladesh","24.0","90.0"
"""rowjatus salihath mohila madrasha shah magdum avenue sector 11 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""house 117 road 11 block e banani dhaka""","House, 40/1 Sharat Gupta Road, Narinda, Dhaka - 1203, Bangladesh","23.7109566","90.4228009"
"""dpdc banani office kemal ataturk avenue""","Bangladesh","24.0","90.0"
"""block e banani""","Banani Men's Club Hair Styling Center & Men's Parlour, House No 6, Block E, Road 17/A, Gulshan, Dhaka - 1213, Bangladesh","23.7927316","90.4069139"
"""ansari camp madrasha road korail mohakhali""","Ansari Camp, Madrasha Road, Gulshan, Dhaka - 1213, Bangladesh","23.7872068","90.4103599"
"""rd 87 gulshan 2""","Campus 2, AIUB (American International University Bangladesh), House 82/B Road 4, Gulshan, Dhaka - 1213, Bangladesh","23.7947055","90.4023902"
"""masud manor block f mirpur 2""","Mirpur, Bangladesh","23.805","90.366"
"""green line arambagh counter no 03 south kamalapur""","Kamalapur, Bangladesh","23.73723","90.42533"
"""japan east west medical college""","Bangladesh","24.0","90.0"
"""enayetnagar""","Chandpur District, Enayetnagar - 3602, Bangladesh","23.2267508","90.685841"
"""department of architecture mist mirpur cantonment""","Bangladesh","24.0","90.0"
"""h 726/5 rd adabor""","Bangladesh","24.0","90.0"
"""dhaka block a.mirpur 2""","Amirpur, Khulna Division, Bangladesh","22.49233","89.35677"
"""machimpur""","Cumilla District, Nangalkot Upazila - 3584, Bangladesh","23.078672","91.230027"
"""dokkhi monipur""","Manipur, Bangladesh","23.47172","91.0612"
"""mirpur commerce college road""","Bangladesh University of Business and Technology(BUBT), 77-78 Campus-2 77, 78 Dhaka 1216 Commerce College Road, Borobagh, Dhaka - 1216, Bangladesh","23.8064063","90.3522702"
"""hira kutir h 330/4/k dit rd east rampura""","Rampura, Bangladesh","23.76261","90.42051"
"""sorgiyo dutabash 181/d jafranbug residential area road wireless mogbazar""","Sorgiyo dutabash, 181/D Jafranbug Residential Area Road, Mogbazar, Dhaka - 1248, Bangladesh","23.7543357","90.4066209"
"""mh samorita medical college hospital""","Bangladesh","24.0","90.0"
"""masum store modhubagh  hatirjheel""","Bangladesh","24.0","90.0"
"""bti sandringham block h bashundhara r/a""","Bangladesh","24.0","90.0"
"""road no 10 bashundhara r/a""","Bangladesh","24.0","90.0"
"""70 sarak 10 1 bashundhara r/a""","Bangladesh","24.0","90.0"
"""irpur dohs rd pallabi""","Pallabi, Bangladesh","23.825","90.37"
"""saeed sutos coca-cola road vatara""","Bangladesh","24.0","90.0"
"""abedin villa h 187/b jheelpar rd khilgaon""","Khilgaon, Bangladesh","23.75722","90.46443"
"""house 648/3 bashundhara lane west kazipara mirpur""","Mirpur, Bangladesh","23.805","90.366"
"""ms. trading international & automodiles mir hazirbagh jatrabari""","Pyramid Hill VIC 3575, Australia","-36.0619523","144.1244006"
"""khan brothers gulshan road 127 gulshan 1 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""lal kuthi ghat""","Bangladesh","24.0","90.0"
"""h 1398/19 natunbag khilgaon rd goran""","Gorān, Bangladesh","23.75027","90.43413"
"""hr habib west jatrabari""","Jātrābāri, Bangladesh","24.98797","90.90801"
"""mizan mobile hall bamoli demra""","Demra, Bangladesh","23.70992","90.45456"
"""kalialoir aminbazar link road""","Bangladesh","24.0","90.0"
"""konapara bus stop dhaka demra highway shonir akhra jatrabari 1000""","Konapara bus stop, Dhaka - Demra Highway, Kajla, Dhaka - 1361, Bangladesh","23.7169046","90.4683457"
"""mollah tea store adarsha balika school rd doniya""","Bangladesh","24.0","90.0"
"""h 32 rd 12 south banasree project""","Bangladesh","24.0","90.0"
"""mayer shopner bari east rampura""","Rampura, Bangladesh","23.76261","90.42051"
"""anik varieties store mir hazirbagh jatrabari""","Jātrābāri, Bangladesh","24.98797","90.90801"
"""martyr's memorial of 1971 outer circular rd kamalapur""","Kamalapur, Bangladesh","23.73723","90.42533"
"""adarsha shisu government primary school k b shah rd amlapra maryamgamj sadar naryanganj 1400""","","",""
"""best price store onln rd 17 block j bashundhara r/a""","Alicante, Valencia, Spain","38.5","-0.5"
"""monowara villa h 18 rd 7 merul badda""","Bādua, Dhaka Division, Bangladesh","24.34671","90.00523"
"""faith tower faith bible church birulia akran rd ashulia""","Faith Tower, Faith Bible Church, Birulia-Akran Rd, Ashulia Model Town, Khagan - 1345, Bangladesh","23.866619","90.3102939"
"""mugda medical college & hospital hazi khadem ali rd mugda""","Mugda Medical College & Hospital, Hazi Kadam Ali Road, Mugda, Dhaka - 1203, Bangladesh","23.732369","90.4300418"
"""eastern banasree east rampura""","Rampura, Bangladesh","23.76261","90.42051"
"""ggalore mirpur outlet block d mirpur 2""","Mirpur, Bangladesh","23.805","90.366"
"""house 39 road 5 nikunja 1 khilkhet dhaka""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""madhya para""","Raimony Madhya Para Old Jame Masjid, Dhaka-Mymensingh Highway, Mymensingh District, -, Bangladesh","24.5070892","90.3966956"
"""23 mitali housing society south kafrul paschim kafrul""","Kāfrul, Bangladesh","23.78822","90.37359"
"""sohel ladies tailors h 77 green rd""","Bangladesh","24.0","90.0"
"""road master tyre & battery coca-cola road vatara""","Tyre Master, Greenhills Road, Tallaght-Kilnamanagh DED 1986, South Dublin, D12, Ireland","53.3138166","-6.3414365"
"""laser chain skin centre ltd residential area dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""h 977/2 begum rokeya sarani west shewrapara""","Bangladesh","24.0","90.0"
"""haque electronics west dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""tour addition mirpur dohs""","Bangladesh","24.0","90.0"
"""house ka-9a road 12 block k baridhara""","Baridhara, Bangladesh","23.80254","90.42117"
"""shyamoli bus stop mirpur rd shyamoli""","Shyamoli, Bangladesh","23.77438","90.36538"
"""h 340 alhaz abdus sobhan rd block b bashundhara r/a""","Alicante, Valencia, Spain","38.5","-0.5"
"""moni cng station begum rokeya sharani kazipara 1000""","1000, Bangladesh","23.729","90.4112"
"""square hospital ltd p[anthapath rd kalabagan""","Bangladesh","24.0","90.0"
"""udayan 63 road 15a dhanmondi r/a""","Bangladesh","24.0","90.0"
"""chillis restaurant & party center banasree block a banasree""","Chillis Restaurant, Pukkattupady- Edapally Road, Ernakulam, Pukkattupady - 683561, Kerala, India","10.059352","76.3947141"
"""pizza ready shekhertek adabor""","Bangladesh","24.0","90.0"
"""nurul islam paper hosue abdullahpur uttara""","Uttara, Bangladesh","23.8667","90.4"
"""safari park rd""","Safari Park Road, Gazipur District, Sreepur -, Bangladesh","24.176612","90.4513422"
"""beauty sweetmeat dhaka tangail highway mouchak 1751""","1751, Bangladesh","24.0333","90.2833"
"""bengal meat-azimpur""","Azimpur, Dhaka Division, Bangladesh","23.7298","90.3854"
"""biswas clothing sector 12 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""khonikaloy faridabad dakkhinkhan""","Bangladesh","24.0","90.0"
"""anwar pharma & general store rd 2 block e banasree""","A To Z Pharma Whole Sale Chemist, Old Jamia Millia Road, Korangi District, Karachi Division 75210, Pakistan","24.8759397","67.1792573"
"""our serenity block g bashundhara r/a""","Bangladesh","24.0","90.0"
"""mazumdar castle h 656 657 rd 20 block f bashundhara r/a""","Bangladesh","24.0","90.0"
"""house 14""","College of Aviation Technology, 14 Road 2, Uttara, - 1231, Bangladesh","23.8750814","90.3920368"
"""sayedbad bus stand""","Bangladesh","24.0","90.0"
"""border bazar west shewrapara""","Bangladesh","24.0","90.0"
"""lira group industries road 53 gulshan 2""","Gulshan, Bangladesh","23.7917","90.4167"
"""jamuna bank atm h 5 segunbagicha rd segunbagicha""","Bangladesh","24.0","90.0"
"""bengal group ind. gulshan avenue gulshan1 1000""","1000, Bangladesh","23.729","90.4112"
"""amtola bazar 60 feet mirpur 2""","Mirpur, Bangladesh","23.805","90.366"
"""21/8 khiljee road mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""road view cafe roasters dhanmondi west dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""jbc mohammadi heaven 167 free school street kathalbagan panthapath""","Bangladesh","24.0","90.0"
"""ezzy group""","Bangladesh","24.0","90.0"
"""bangladesh academy of medical & diagonstic ultrasonography (bamdu) kathalbagan green road""","","",""
"""aristocracy 396 road no 15 block a bashundhara r/a""","Bangladesh","24.0","90.0"
"""bedding cloth store 227/a malibagh college road malibagh shahi moshjid malibagh""","Shāhi, Bareilly district, India","28.54946","79.3169"
"""titumir college dhaka north city corporation yatri chauni wireless gate mohakhali""","","",""
"""square hospital ltd panthapath""","Bangladesh","24.0","90.0"
